id,issue_d,loan_status,term,funded_amnt,annual_inc,dti,fico_range_low,mths_since_last_delinq,emp_length,grade,home_ownership,issue_date,good_bad,
1043198,2/1/16,Fully Paid, 36 months,3000,55000,16.21,670,29,9 years,B,MORTGAGE,2/1/16,Good,
1043199,2/1/16,Fully Paid, 36 months,4000,29000,21.19,795,,< 1 year,A,MORTGAGE,2/1/16,Good,
1043201,2/1/16,Fully Paid, 36 months,10000,23000,9.48,765,,10+ years,A,RENT,2/1/16,Good,
1043203,2/1/16,Charged Off, 36 months,20000,53000,21.56,695,,10+ years,A,RENT,2/1/16,Bad,
1043204,2/1/16,Fully Paid, 36 months,11000,35000,9.95,710,,1 year,B,RENT,2/1/16,Good,
1043205,2/1/16,Fully Paid, 36 months,7000,65000,15.51,720,51,7 years,A,MORTGAGE,2/1/16,Good,
1043206,2/1/16,Current, 60 months,25000,60000,29.86,740,57,10+ years,B,OWN,2/1/16,Good,
1043210,2/1/16,Fully Paid, 36 months,23000,52000,23.4,705,,< 1 year,B,RENT,2/1/16,Good,
1043211,2/1/16,Fully Paid, 60 months,26000,60000,31.21,750,4,10+ years,B,MORTGAGE,2/1/16,Good,
1043212,2/1/16,Fully Paid, 36 months,9600,43000,10.88,695,,4 years,A,OWN,2/1/16,Good,
1043213,2/1/16,Fully Paid, 36 months,14400,38000,37.91,720,,3 years,B,RENT,2/1/16,Good,
1043214,2/1/16,Fully Paid, 36 months,10000,26000,22.3,710,3,2 years,A,OWN,2/1/16,Good,
1043215,2/1/16,Fully Paid, 60 months,35000,140000,15.13,660,80,2 years,D,MORTGAGE,2/1/16,Good,
1043216,2/1/16,Fully Paid, 36 months,18700,39000,7.32,700,34,1 year,B,OWN,2/1/16,Good,
1043217,2/1/16,Fully Paid, 36 months,6000,33000,24.87,720,28,10+ years,B,MORTGAGE,2/1/16,Good,
1043218,2/1/16,Fully Paid, 36 months,12000,39600,30.21,690,38,1 year,B,MORTGAGE,2/1/16,Good,
1043220,2/1/16,Fully Paid, 60 months,27000,80000,23.78,715,11,10+ years,A,MORTGAGE,2/1/16,Good,
1043222,2/1/16,Fully Paid, 36 months,12000,65000,14.33,800,,< 1 year,A,OWN,2/1/16,Good,
1043223,2/1/16,Fully Paid, 36 months,10000,50000,22.49,715,64,5 years,B,RENT,2/1/16,Good,
1043224,2/1/16,Fully Paid, 36 months,7000,65000,9.29,730,,< 1 year,A,MORTGAGE,2/1/16,Good,
1043225,2/1/16,Fully Paid, 60 months,16800,45000,20,710,,2 years,B,MORTGAGE,2/1/16,Good,
1043226,2/1/16,Fully Paid, 36 months,3500,49000,25.99,830,,10+ years,A,OWN,2/1/16,Good,
1043227,2/1/16,Current, 36 months,5000,40500,28.75,710,74,10+ years,A,MORTGAGE,2/1/16,Good,
1043228,2/1/16,Fully Paid, 36 months,8000,50000,22.9,775,,4 years,A,RENT,2/1/16,Good,
1043229,2/1/16,Fully Paid, 36 months,10000,48000,16.03,670,28,10+ years,B,RENT,2/1/16,Good,
1043230,2/1/16,Fully Paid, 36 months,35000,127000,9.36,710,13,< 1 year,A,RENT,2/1/16,Good,
1043231,2/1/16,Fully Paid, 36 months,21000,72000,19.34,710,7,10+ years,B,MORTGAGE,2/1/16,Good,
1043232,2/1/16,Current, 60 months,12000,100000,3.6,805,,,C,MORTGAGE,2/1/16,Good,
1043234,2/1/16,Fully Paid, 36 months,11550,34000,41.72,710,,10+ years,D,OWN,2/1/16,Good,
1043235,2/1/16,Fully Paid, 36 months,9600,50379,19.94,720,,10+ years,A,MORTGAGE,2/1/16,Good,
1043236,2/1/16,Fully Paid, 36 months,34000,120000,22.8,705,,5 years,B,MORTGAGE,2/1/16,Good,
1043240,2/1/16,Fully Paid, 36 months,16000,104000,1.5,705,,10+ years,A,RENT,2/1/16,Good,
1043241,2/1/16,Fully Paid, 36 months,5000,35000,15.36,690,,8 years,A,MORTGAGE,2/1/16,Good,
1043242,2/1/16,Fully Paid, 36 months,16000,80000,19.98,680,7,< 1 year,A,RENT,2/1/16,Good,
1043243,2/1/16,Fully Paid, 36 months,28000,170000,13.31,700,,2 years,A,OWN,2/1/16,Good,
1043245,2/1/16,Fully Paid, 36 months,2000,45000,29.12,690,,1 year,B,RENT,2/1/16,Good,
1043247,2/1/16,Fully Paid, 36 months,20000,75000,11.26,740,,10+ years,A,OWN,2/1/16,Good,
1043249,2/1/16,Fully Paid, 36 months,4000,48000,29.95,665,,2 years,B,MORTGAGE,2/1/16,Good,
1043250,2/1/16,Fully Paid, 36 months,19000,114000,20.25,740,,8 years,A,MORTGAGE,2/1/16,Good,
1043251,2/1/16,Fully Paid, 36 months,12000,140000,7.39,665,21,10+ years,C,MORTGAGE,2/1/16,Good,
1043254,2/1/16,Fully Paid, 36 months,12000,70000,14.25,665,,2 years,A,RENT,2/1/16,Good,
1043255,2/1/16,Fully Paid, 36 months,20000,95000,14.99,660,,8 years,B,MORTGAGE,2/1/16,Good,
1043256,2/1/16,Fully Paid, 36 months,7600,15211,12.87,660,,1 year,D,RENT,2/1/16,Good,
1043260,2/1/16,Fully Paid, 36 months,5000,15000,27.84,665,25,3 years,B,MORTGAGE,2/1/16,Good,
1043261,2/1/16,Fully Paid, 36 months,7500,160000,8.06,670,31,10+ years,B,MORTGAGE,2/1/16,Good,
1043262,2/1/16,Fully Paid, 36 months,9000,52000,11.11,755,,< 1 year,A,MORTGAGE,2/1/16,Good,
1043263,2/1/16,Fully Paid, 36 months,17000,135000,14.78,700,60,4 years,B,MORTGAGE,2/1/16,Good,
1043264,2/1/16,Fully Paid, 36 months,20000,400000,9.64,730,,10+ years,A,MORTGAGE,2/1/16,Good,
1043266,2/1/16,Fully Paid, 36 months,8000,82000,14.19,675,14,10+ years,B,MORTGAGE,2/1/16,Good,
1043268,2/1/16,Fully Paid, 36 months,20000,75000,15.45,690,,5 years,B,OWN,2/1/16,Good,
1043269,2/1/16,Fully Paid, 36 months,12000,90000,5.05,725,44,10+ years,A,MORTGAGE,2/1/16,Good,
1043270,2/1/16,Fully Paid, 36 months,24000,200000,6.76,770,,3 years,A,MORTGAGE,2/1/16,Good,
1043271,2/1/16,Fully Paid, 60 months,24000,120000,12.81,765,,10+ years,A,MORTGAGE,2/1/16,Good,
1043273,2/1/16,Fully Paid, 36 months,35000,94000,10.76,680,17,10+ years,B,RENT,2/1/16,Good,
1043275,2/1/16,Fully Paid, 36 months,15000,73000,20.2,725,,8 years,A,MORTGAGE,2/1/16,Good,
1043277,2/1/16,Fully Paid, 36 months,21000,71000,24.89,690,,< 1 year,A,MORTGAGE,2/1/16,Good,
1043278,2/1/16,Fully Paid, 36 months,15000,60000,22.22,685,,10+ years,B,OWN,2/1/16,Good,
1043281,2/1/16,Fully Paid, 36 months,12000,94000,16.61,740,,4 years,A,MORTGAGE,2/1/16,Good,
1043282,2/1/16,Charged Off, 36 months,10000,36000,37.53,690,,10+ years,C,MORTGAGE,2/1/16,Bad,
1043283,2/1/16,Fully Paid, 36 months,20000,60000,23.54,670,,10+ years,C,MORTGAGE,2/1/16,Good,
1043284,2/1/16,Fully Paid, 36 months,15000,40000,14.85,705,53,8 years,A,RENT,2/1/16,Good,
1043287,2/1/16,Fully Paid, 36 months,6000,80000,9.6,695,,< 1 year,B,RENT,2/1/16,Good,
1043291,2/1/16,Fully Paid, 36 months,35000,210000,4.94,705,3,4 years,B,RENT,2/1/16,Good,
1043292,2/1/16,Fully Paid, 36 months,6000,38000,33.95,710,,,B,RENT,2/1/16,Good,
1043295,2/1/16,Fully Paid, 36 months,12000,45000,20.32,685,,2 years,B,MORTGAGE,2/1/16,Good,
1043298,2/1/16,Fully Paid, 36 months,28000,95000,12.2,670,43,4 years,B,MORTGAGE,2/1/16,Good,
1043299,2/1/16,Fully Paid, 60 months,35000,157900,32.38,705,,10+ years,B,MORTGAGE,2/1/16,Good,
1043300,2/1/16,Fully Paid, 36 months,9000,75000,15.1,760,37,2 years,A,MORTGAGE,2/1/16,Good,
1043301,2/1/16,Charged Off, 36 months,9475,20600,24.42,715,,1 year,C,RENT,2/1/16,Bad,
1043302,2/1/16,Charged Off, 60 months,25000,95217,12.64,720,,7 years,B,RENT,2/1/16,Bad,
1043304,2/1/16,Fully Paid, 36 months,20000,140000,28.56,710,,5 years,B,MORTGAGE,2/1/16,Good,
1043305,2/1/16,Fully Paid, 36 months,24000,65000,8.73,785,,2 years,A,RENT,2/1/16,Good,
1043308,2/1/16,Fully Paid, 60 months,20000,85000,21.55,720,,< 1 year,A,MORTGAGE,2/1/16,Good,
1043309,2/1/16,Fully Paid, 60 months,20000,67000,2.33,735,,4 years,B,MORTGAGE,2/1/16,Good,
1043310,2/1/16,Current, 60 months,13200,100000,12.29,830,,10+ years,B,MORTGAGE,2/1/16,Good,
1043311,2/1/16,Fully Paid, 36 months,16000,128750,19.6,660,56,10+ years,B,MORTGAGE,2/1/16,Good,
1043312,2/1/16,Fully Paid, 36 months,14500,150000,0.54,740,12,10+ years,A,MORTGAGE,2/1/16,Good,
1043313,2/1/16,Fully Paid, 36 months,16775,50000,20.89,685,56,10+ years,B,RENT,2/1/16,Good,
1043314,2/1/16,Fully Paid, 36 months,10000,55000,16.21,710,,2 years,B,RENT,2/1/16,Good,
1043315,2/1/16,Fully Paid, 60 months,21600,55000,31.05,700,22,3 years,B,MORTGAGE,2/1/16,Good,
1043318,2/1/16,Fully Paid, 36 months,11200,63000,18.73,675,57,10+ years,B,MORTGAGE,2/1/16,Good,
1043319,2/1/16,Fully Paid, 36 months,28000,200000,19.01,680,,7 years,A,OWN,2/1/16,Good,
1043320,2/1/16,Fully Paid, 36 months,3000,52000,24.53,690,,10+ years,A,MORTGAGE,2/1/16,Good,
1043321,2/1/16,Current, 60 months,21000,130000,28.53,680,,4 years,E,MORTGAGE,2/1/16,Good,
1043322,2/1/16,Fully Paid, 36 months,18000,57249,21.47,745,,2 years,A,OWN,2/1/16,Good,
1043323,2/1/16,Fully Paid, 60 months,14000,86000,22.15,760,,< 1 year,B,MORTGAGE,2/1/16,Good,
1043324,2/1/16,Fully Paid, 36 months,4200,69000,13.29,805,,4 years,A,MORTGAGE,2/1/16,Good,
1043325,2/1/16,Current, 36 months,10325,85000,23.85,695,19,8 years,B,MORTGAGE,2/1/16,Good,
1043326,2/1/16,Fully Paid, 60 months,25000,207000,19.18,740,77,10+ years,B,MORTGAGE,2/1/16,Good,
1043327,2/1/16,Fully Paid, 36 months,28000,125000,17.07,725,,10+ years,A,OWN,2/1/16,Good,
1043328,2/1/16,Fully Paid, 60 months,18000,60000,11.42,725,,4 years,B,MORTGAGE,2/1/16,Good,
1043329,2/1/16,Fully Paid, 36 months,15900,51261,16.72,690,41,10+ years,B,MORTGAGE,2/1/16,Good,
1043332,2/1/16,Fully Paid, 36 months,8100,60000,34.58,765,,2 years,B,RENT,2/1/16,Good,
1043336,2/1/16,Fully Paid, 36 months,15000,88000,16.62,705,,10+ years,A,RENT,2/1/16,Good,
1043340,2/1/16,Fully Paid, 36 months,35000,92000,12.33,680,29,9 years,C,MORTGAGE,2/1/16,Good,
1043342,2/1/16,Charged Off, 36 months,30000,120000,26.12,730,,2 years,B,MORTGAGE,2/1/16,Bad,
1043343,2/1/16,Fully Paid, 36 months,15000,56000,17.79,675,13,2 years,B,MORTGAGE,2/1/16,Good,
1043344,2/1/16,Fully Paid, 36 months,8000,80000,13.31,700,,2 years,B,OWN,2/1/16,Good,
1043345,2/1/16,Fully Paid, 36 months,16000,72800,19.5,750,,10+ years,A,MORTGAGE,2/1/16,Good,
1043346,2/1/16,Current, 36 months,2000,84000,38.93,680,,10+ years,D,RENT,2/1/16,Good,
1043347,2/1/16,Charged Off, 36 months,5000,24000,24.15,755,64,,B,OWN,2/1/16,Bad,
1043348,2/1/16,Fully Paid, 60 months,21000,61000,18.77,730,,10+ years,B,MORTGAGE,2/1/16,Good,
1043349,2/1/16,Fully Paid, 36 months,20000,80000,21.72,710,,8 years,A,MORTGAGE,2/1/16,Good,
1043351,2/1/16,Fully Paid, 60 months,28000,100000,13.7,730,31,8 years,A,MORTGAGE,2/1/16,Good,
1043352,2/1/16,Fully Paid, 36 months,28000,200000,6.25,670,6,6 years,B,MORTGAGE,2/1/16,Good,
1043353,2/1/16,Current, 60 months,15000,86000,16.01,705,,1 year,B,MORTGAGE,2/1/16,Good,
1043354,2/1/16,Charged Off, 36 months,7000,48000,18.23,690,,6 years,D,RENT,2/1/16,Bad,
1043356,2/1/16,Fully Paid, 36 months,9000,120000,2.47,700,15,10+ years,B,MORTGAGE,2/1/16,Good,
1043357,2/1/16,Fully Paid, 36 months,2000,68000,22.17,680,30,4 years,B,RENT,2/1/16,Good,
1043358,2/1/16,Fully Paid, 36 months,8000,28000,27.35,695,,2 years,B,OWN,2/1/16,Good,
1043359,2/1/16,Current, 36 months,20000,78000,39.74,710,12,3 years,C,MORTGAGE,2/1/16,Good,
1043360,2/1/16,Fully Paid, 36 months,4100,36000,5.73,665,16,1 year,D,RENT,2/1/16,Good,
1043362,2/1/16,Charged Off, 36 months,4000,21150,35.19,700,,4 years,B,RENT,2/1/16,Bad,
1043363,2/1/16,Fully Paid, 36 months,16000,180000,11.99,775,61,10+ years,A,MORTGAGE,2/1/16,Good,
1043365,2/1/16,Fully Paid, 36 months,6000,50000,2.52,745,,< 1 year,B,RENT,2/1/16,Good,
1043366,2/1/16,Fully Paid, 36 months,5050,59000,8.48,730,,2 years,B,MORTGAGE,2/1/16,Good,
1043367,2/1/16,Charged Off, 36 months,20000,76500,16.98,710,,10+ years,A,OWN,2/1/16,Bad,
1043368,2/1/16,Fully Paid, 36 months,9000,72000,19.45,665,32,1 year,B,RENT,2/1/16,Good,
1043369,2/1/16,Fully Paid, 36 months,10000,50000,5.93,680,,10+ years,A,RENT,2/1/16,Good,
1043372,2/1/16,Fully Paid, 36 months,14700,48000,33.48,740,,10+ years,A,RENT,2/1/16,Good,
1043373,2/1/16,Fully Paid, 60 months,30000,80000,17.22,735,,10+ years,B,RENT,2/1/16,Good,
1043376,2/1/16,Charged Off, 60 months,15000,70000,10.23,660,44,10+ years,C,MORTGAGE,2/1/16,Bad,
1043377,2/1/16,Current, 60 months,12000,32000,37.36,725,,9 years,C,MORTGAGE,2/1/16,Good,
1043379,2/1/16,Fully Paid, 36 months,12000,41400,13.57,660,,10+ years,B,RENT,2/1/16,Good,
1043380,2/1/16,Fully Paid, 36 months,9500,60000,17.86,685,,< 1 year,B,RENT,2/1/16,Good,
1043382,2/1/16,Fully Paid, 36 months,11000,92000,0.65,795,,10+ years,A,RENT,2/1/16,Good,
1043384,2/1/16,Fully Paid, 36 months,11200,59000,27.48,700,,10+ years,B,OWN,2/1/16,Good,
1043385,2/1/16,Fully Paid, 36 months,32000,94000,12.27,695,11,4 years,C,RENT,2/1/16,Good,
1043387,2/1/16,Fully Paid, 36 months,1300,73000,33.83,750,,5 years,B,MORTGAGE,2/1/16,Good,
1043389,2/1/16,Fully Paid, 36 months,7500,36524.8,2.4,670,,10+ years,B,RENT,2/1/16,Good,
1043390,2/1/16,Fully Paid, 36 months,10000,165000,20.56,690,,2 years,B,RENT,2/1/16,Good,
1043391,2/1/16,Fully Paid, 36 months,15000,40000,18.18,720,47,8 years,B,MORTGAGE,2/1/16,Good,
1043393,2/1/16,Charged Off, 60 months,15000,75000,0.8,820,,3 years,B,MORTGAGE,2/1/16,Bad,
1043394,2/1/16,Fully Paid, 36 months,25000,91000,11.49,690,76,9 years,A,OWN,2/1/16,Good,
1043397,2/1/16,Fully Paid, 36 months,12000,145000,13.66,715,48,4 years,A,MORTGAGE,2/1/16,Good,
1043398,2/1/16,Fully Paid, 60 months,20000,60000,8.32,710,47,4 years,C,RENT,2/1/16,Good,
1043399,2/1/16,Fully Paid, 36 months,12600,180000,15.59,755,31,3 years,A,RENT,2/1/16,Good,
1043400,2/1/16,Charged Off, 60 months,16000,66800,34.03,690,40,7 years,B,MORTGAGE,2/1/16,Bad,
1043401,2/1/16,Charged Off, 36 months,16000,79000,18.7,665,57,10+ years,C,OWN,2/1/16,Bad,
1043402,2/1/16,Current, 60 months,12800,60767.61,17.26,720,,10+ years,C,MORTGAGE,2/1/16,Good,
1043404,2/1/16,Fully Paid, 36 months,22000,140000,5.79,700,3,2 years,B,RENT,2/1/16,Good,
1043407,2/1/16,Current, 60 months,20000,130000,13.9,770,,< 1 year,B,MORTGAGE,2/1/16,Good,
1043409,2/1/16,Fully Paid, 36 months,15000,115000,12.16,740,,9 years,A,MORTGAGE,2/1/16,Good,
1043411,2/1/16,Fully Paid, 36 months,10000,45000,12.04,695,78,8 years,A,RENT,2/1/16,Good,
1043412,2/1/16,Fully Paid, 36 months,13400,115000,37.73,675,,10+ years,E,OWN,2/1/16,Good,
1043415,2/1/16,Fully Paid, 36 months,5000,29000,8.65,670,40,3 years,B,OWN,2/1/16,Good,
1043416,2/1/16,Fully Paid, 36 months,18000,168000,27.21,765,,10+ years,A,MORTGAGE,2/1/16,Good,
1043417,2/1/16,Charged Off, 36 months,35000,172000,14.07,690,22,7 years,B,RENT,2/1/16,Bad,
1043420,2/1/16,Fully Paid, 36 months,20000,75000,28.37,680,17,2 years,B,MORTGAGE,2/1/16,Good,
1043423,2/1/16,Fully Paid, 36 months,25000,97400,15.16,730,42,< 1 year,A,MORTGAGE,2/1/16,Good,
1043424,2/1/16,Fully Paid, 36 months,6000,71000,14.67,750,,10+ years,A,RENT,2/1/16,Good,
1043425,2/1/16,Fully Paid, 36 months,20000,175000,8.78,700,64,2 years,A,RENT,2/1/16,Good,
1043426,2/1/16,Fully Paid, 36 months,25000,71300,24.6,735,30,10+ years,A,MORTGAGE,2/1/16,Good,
1043428,2/1/16,Fully Paid, 36 months,6100,60000,1.7,745,,10+ years,A,MORTGAGE,2/1/16,Good,
1043429,2/1/16,Fully Paid, 36 months,7500,110412,16.88,710,55,10+ years,B,MORTGAGE,2/1/16,Good,
1043430,2/1/16,Fully Paid, 60 months,15000,60000,16.58,735,,< 1 year,B,MORTGAGE,2/1/16,Good,
1043431,2/1/16,Fully Paid, 36 months,25000,330000,8.25,795,,10+ years,A,MORTGAGE,2/1/16,Good,
1043432,2/1/16,Current, 60 months,18400,64000,17.21,745,,10+ years,B,MORTGAGE,2/1/16,Good,
1043433,2/1/16,Fully Paid, 36 months,18600,85000,25.21,715,47,1 year,B,RENT,2/1/16,Good,
1043437,2/1/16,Current, 60 months,15000,60000,9.98,680,,2 years,B,RENT,2/1/16,Good,
1043440,2/1/16,Fully Paid, 36 months,7000,22000,13.09,710,,< 1 year,B,RENT,2/1/16,Good,
1043441,2/1/16,Fully Paid, 36 months,8425,30000,16.8,750,,7 years,C,MORTGAGE,2/1/16,Good,
1043442,2/1/16,Fully Paid, 36 months,7500,110000,9.24,750,,5 years,A,MORTGAGE,2/1/16,Good,
1043443,2/1/16,Fully Paid, 36 months,18000,115000,6.95,725,,10+ years,A,OWN,2/1/16,Good,
1043446,2/1/16,Fully Paid, 36 months,17000,300000,17.38,670,,10+ years,B,MORTGAGE,2/1/16,Good,
1043447,2/1/16,Fully Paid, 36 months,12000,45000,16.8,730,,< 1 year,B,RENT,2/1/16,Good,
1043450,2/1/16,Fully Paid, 36 months,15000,130000,11.09,665,15,2 years,B,MORTGAGE,2/1/16,Good,
1043452,2/1/16,Current, 60 months,14000,106000,19.33,700,13,10+ years,B,MORTGAGE,2/1/16,Good,
1043454,2/1/16,Fully Paid, 36 months,6000,25000,25.83,665,2,10+ years,C,MORTGAGE,2/1/16,Good,
1043455,2/1/16,Fully Paid, 36 months,9600,52000,11.17,710,56,1 year,A,MORTGAGE,2/1/16,Good,
1043456,2/1/16,Fully Paid, 36 months,8000,56000,15.67,660,,2 years,C,RENT,2/1/16,Good,
1043459,2/1/16,Fully Paid, 36 months,8000,180000,8.79,660,80,5 years,B,MORTGAGE,2/1/16,Good,
1043461,2/1/16,Fully Paid, 36 months,6025,65000,5.93,660,3,2 years,B,MORTGAGE,2/1/16,Good,
1043462,2/1/16,Fully Paid, 36 months,14000,118000,10.98,740,,2 years,B,RENT,2/1/16,Good,
1043463,2/1/16,Fully Paid, 36 months,10000,40000,13.38,665,,3 years,C,OWN,2/1/16,Good,
1043464,2/1/16,Charged Off, 60 months,24000,60000,26.13,715,11,9 years,B,MORTGAGE,2/1/16,Bad,
1043465,2/1/16,Current, 36 months,24000,110000,29.83,685,41,9 years,B,RENT,2/1/16,Good,
1043466,2/1/16,Current, 60 months,17000,120000,13.62,660,60,7 years,C,MORTGAGE,2/1/16,Good,
1043467,2/1/16,Fully Paid, 36 months,16800,45000,22.93,755,,10+ years,A,OWN,2/1/16,Good,
1043469,2/1/16,Fully Paid, 36 months,9500,51600,24.4,715,,10+ years,B,RENT,2/1/16,Good,
1043470,2/1/16,Fully Paid, 36 months,8000,70000,20.88,775,,< 1 year,A,RENT,2/1/16,Good,
1043471,2/1/16,Fully Paid, 36 months,22500,103813,26.23,745,,10+ years,A,RENT,2/1/16,Good,
1043472,2/1/16,Fully Paid, 36 months,18000,49000,4.21,750,49,10+ years,A,MORTGAGE,2/1/16,Good,
1043474,2/1/16,Current, 60 months,35000,176000,22.84,690,6,2 years,B,OWN,2/1/16,Good,
1043475,2/1/16,Charged Off, 36 months,6000,29000,29.86,680,,6 years,B,MORTGAGE,2/1/16,Bad,
1043476,2/1/16,Fully Paid, 36 months,15000,110000,1.03,760,36,2 years,A,MORTGAGE,2/1/16,Good,
1043477,2/1/16,Charged Off, 36 months,17000,130000,11.29,710,37,6 years,A,RENT,2/1/16,Bad,
1043478,2/1/16,Fully Paid, 36 months,6000,44616,8.12,700,,10+ years,B,RENT,2/1/16,Good,
1043479,2/1/16,Fully Paid, 36 months,18000,80000,14.57,715,,5 years,A,MORTGAGE,2/1/16,Good,
1043480,2/1/16,Charged Off, 36 months,4000,60000,19.68,665,54,5 years,C,MORTGAGE,2/1/16,Bad,
1043482,2/1/16,Fully Paid, 36 months,10000,60000,17.54,685,4,,B,MORTGAGE,2/1/16,Good,
1043483,2/1/16,Charged Off, 36 months,10000,108000,14.07,700,,10+ years,B,MORTGAGE,2/1/16,Bad,
1043485,2/1/16,Fully Paid, 36 months,7500,50000,19.83,785,,5 years,A,RENT,2/1/16,Good,
1043486,2/1/16,Fully Paid, 36 months,3000,35000,6.07,750,62,< 1 year,A,MORTGAGE,2/1/16,Good,
1043487,2/1/16,Fully Paid, 36 months,3000,19088,10.63,730,,,A,OWN,2/1/16,Good,
1043488,2/1/16,Fully Paid, 36 months,35000,110000,11.19,770,,3 years,A,RENT,2/1/16,Good,
1043489,2/1/16,Fully Paid, 36 months,18000,83000,3.46,670,56,10+ years,B,OWN,2/1/16,Good,
1043492,2/1/16,Fully Paid, 36 months,10800,36000,10.57,690,11,3 years,C,RENT,2/1/16,Good,
1043494,2/1/16,Current, 60 months,16000,72000,10.4,680,15,2 years,B,MORTGAGE,2/1/16,Good,
1043495,2/1/16,Fully Paid, 36 months,12000,80000,13.22,790,,3 years,A,MORTGAGE,2/1/16,Good,
1043498,2/1/16,Charged Off, 36 months,16000,95000,16.21,665,5,9 years,B,MORTGAGE,2/1/16,Bad,
1043501,2/1/16,Fully Paid, 36 months,10000,53000,9.62,795,,,A,RENT,2/1/16,Good,
1043502,2/1/16,Fully Paid, 36 months,6000,130000,11.58,750,,9 years,A,RENT,2/1/16,Good,
1043504,2/1/16,Fully Paid, 36 months,20000,100000,19.04,660,1,10+ years,B,MORTGAGE,2/1/16,Good,
1043507,2/1/16,Fully Paid, 36 months,25000,85000,32.99,690,,3 years,A,OWN,2/1/16,Good,
1043509,2/1/16,Charged Off, 36 months,22000,70000,28.86,710,3,10+ years,A,MORTGAGE,2/1/16,Bad,
1043511,2/1/16,Fully Paid, 60 months,25000,85000,23.4,720,,1 year,B,MORTGAGE,2/1/16,Good,
1043512,2/1/16,Fully Paid, 36 months,7200,55000,21.71,675,36,2 years,B,RENT,2/1/16,Good,
1043513,2/1/16,Fully Paid, 36 months,15000,52000,18.44,745,44,4 years,A,MORTGAGE,2/1/16,Good,
1043514,2/1/16,Fully Paid, 36 months,20000,67000,23.61,685,,3 years,B,RENT,2/1/16,Good,
1043515,2/1/16,Current, 60 months,30000,136000,11.22,720,57,10+ years,E,OWN,2/1/16,Good,
1043518,2/1/16,Fully Paid, 36 months,20000,120000,19.09,730,,10+ years,A,MORTGAGE,2/1/16,Good,
1043519,2/1/16,Fully Paid, 36 months,30000,125000,15.32,695,,5 years,B,MORTGAGE,2/1/16,Good,
1043520,2/1/16,Fully Paid, 36 months,10000,237000,18.77,680,26,9 years,C,MORTGAGE,2/1/16,Good,
1043521,2/1/16,Fully Paid, 36 months,9500,39000,16.98,730,,1 year,B,RENT,2/1/16,Good,
1043522,2/1/16,Fully Paid, 36 months,22000,96000,11.62,810,,< 1 year,A,RENT,2/1/16,Good,
1043523,2/1/16,Fully Paid, 36 months,24000,104000,33.29,745,,10+ years,B,MORTGAGE,2/1/16,Good,
1043524,2/1/16,Fully Paid, 36 months,15000,52000,26.5,700,66,8 years,B,RENT,2/1/16,Good,
1043525,2/1/16,Fully Paid, 36 months,10000,65000,6.48,680,,1 year,B,MORTGAGE,2/1/16,Good,
1043526,2/1/16,Fully Paid, 36 months,10000,26000,12.97,730,,2 years,B,RENT,2/1/16,Good,
1043527,2/1/16,Fully Paid, 36 months,7000,57200,12.02,685,,< 1 year,C,RENT,2/1/16,Good,
1043528,2/1/16,Fully Paid, 36 months,9000,69000,14.97,830,,10+ years,A,MORTGAGE,2/1/16,Good,
1043532,2/1/16,Fully Paid, 36 months,13000,110000,4.36,660,,5 years,B,MORTGAGE,2/1/16,Good,
1043535,2/1/16,Fully Paid, 36 months,24000,675000,14.25,720,13,4 years,A,OWN,2/1/16,Good,
1043536,2/1/16,Fully Paid, 36 months,4500,55000,22.74,730,,10+ years,A,RENT,2/1/16,Good,
1043537,2/1/16,Charged Off, 36 months,28000,125000,25.68,730,,9 years,A,OWN,2/1/16,Bad,
1043539,2/1/16,Fully Paid, 36 months,7000,20000,27.49,750,,5 years,B,RENT,2/1/16,Good,
1043540,2/1/16,Fully Paid, 36 months,15000,52923,18.12,695,,4 years,A,RENT,2/1/16,Good,
1043541,2/1/16,Fully Paid, 36 months,5500,53500,12.2,775,,2 years,A,MORTGAGE,2/1/16,Good,
1043545,2/1/16,Fully Paid, 36 months,24000,135000,15.53,675,26,8 years,B,MORTGAGE,2/1/16,Good,
1043546,2/1/16,Charged Off, 36 months,24000,122000,10.69,700,,8 years,B,MORTGAGE,2/1/16,Bad,
1043547,2/1/16,Fully Paid, 36 months,10000,85000,17.75,730,,10+ years,A,RENT,2/1/16,Good,
1043548,2/1/16,Fully Paid, 36 months,5000,250000,3.39,690,18,4 years,A,MORTGAGE,2/1/16,Good,
1043551,2/1/16,Fully Paid, 36 months,14000,90000,6.91,685,47,< 1 year,B,RENT,2/1/16,Good,
1043552,2/1/16,Fully Paid, 36 months,1000,70000,18.58,690,69,10+ years,B,MORTGAGE,2/1/16,Good,
1043553,2/1/16,Fully Paid, 60 months,24000,88000,9.53,790,,,A,OWN,2/1/16,Good,
1043555,2/1/16,Charged Off, 36 months,5400,67000,19.04,715,44,10+ years,B,RENT,2/1/16,Bad,
1043556,2/1/16,Fully Paid, 36 months,18000,121000,12,730,6,< 1 year,A,OWN,2/1/16,Good,
1043557,2/1/16,Fully Paid, 36 months,25000,85923,18.65,775,,10+ years,A,MORTGAGE,2/1/16,Good,
1043558,2/1/16,Fully Paid, 36 months,16000,127105,9.35,780,,10+ years,A,MORTGAGE,2/1/16,Good,
1043559,2/1/16,Fully Paid, 36 months,12000,68000,30.48,680,73,3 years,B,MORTGAGE,2/1/16,Good,
